id,long,lat,order,hole,piece,group,NHGISST,NHGISCTY,GISJOIN,GISJOIN2,SHAPE_AREA,SHAPE_LEN,tract_num,con_disdvntg,con_afflnc,density,oblex.eb,insc.eb,mean.inform.soc.control,log.violent.crime.0305,vcres_obin,vcres_obincr
10000,-1966370.50654339,1398204.08274163,108,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966382.57518343,1398161.58536996,109,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966406.71246353,1398076.59062661,110,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966415.76168803,1398044.71834971,111,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966427.83634285,1398002.22097804,112,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966453.22168814,1397940.54249841,113,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966471.32915929,1397876.7979446,114,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966549.21143472,1397639.43398919,115,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966578.53044091,1397550.05748443,116,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966588.4608295,1397519.80618858,117,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966613.11237261,1397377.54780827,118,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966613.45521461,1397337.22778407,119,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
